subject,question_type,stimulus_left,stimulus_right,rating
SS1630945851097,similarity,images/stimuli/complex_03_A_a.gif,images/stimuli/complex_20_A_a.gif,0
SS1630945851097,similarity,images/stimuli/complex_04_A_a.gif,images/stimuli/complex_01_A_a.gif,2
SS1630945851097,similarity,images/stimuli/simple_08_A_a.gif,images/stimuli/simple_12_A_a.gif,4
SS1630945851097,similarity,images/stimuli/complex_09_A_a.gif,images/stimuli/complex_08_A_a.gif,0
SS1630945851097,similarity,images/stimuli/simple_19_A_a.gif,images/stimuli/simple_09_A_a.gif,4
SS1630945851097,similarity,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_06_A_a.gif,1
SS1630945851097,similarity,images/stimuli/simple_07_A_a.gif,images/stimuli/simple_05_A_a.gif,2
SS1630945851097,similarity,images/stimuli/simple_13_A_a.gif,images/stimuli/simple_02_A_a.gif,4
SS1630945858043,similarity,images/stimuli/complex_09_A_a.gif,images/stimuli/complex_20_A_a.gif,0
SS1630945858043,similarity,images/stimuli/simple_12_A_a.gif,images/stimuli/simple_14_A_a.gif,4
SS1630945858043,similarity,images/stimuli/complex_03_A_a.gif,images/stimuli/complex_17_A_a.gif,1
SS1630945858043,similarity,images/stimuli/simple_04_A_a.gif,images/stimuli/simple_07_A_a.gif,4
SS1630945858043,similarity,images/stimuli/simple_09_A_a.gif,images/stimuli/simple_13_A_a.gif,5
SS1630945858043,similarity,images/stimuli/complex_05_A_a.gif,images/stimuli/complex_02_A_a.gif,2
SS1630945858043,similarity,images/stimuli/complex_06_A_a.gif,images/stimuli/complex_07_A_a.gif,0
SS1630945858043,similarity,images/stimuli/simple_05_A_a.gif,images/stimuli/simple_11_A_a.gif,4
SS1630945861380,similarity,images/stimuli/simple_20_A_a.gif,images/stimuli/simple_12_A_a.gif,5
SS1630945861380,similarity,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_20_A_a.gif,4
SS1630945861380,similarity,images/stimuli/simple_06_A_a.gif,images/stimuli/simple_13_A_a.gif,5
SS1630945861380,similarity,images/stimuli/simple_14_A_a.gif,images/stimuli/simple_16_A_a.gif,6
SS1630945861380,similarity,images/stimuli/simple_03_A_a.gif,images/stimuli/simple_17_A_a.gif,4
SS1630945861380,similarity,images/stimuli/complex_06_A_a.gif,images/stimuli/complex_19_A_a.gif,5
SS1630945861380,similarity,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_10_A_a.gif,4
SS1630945861380,similarity,images/stimuli/complex_05_A_a.gif,images/stimuli/complex_16_A_a.gif,5
SS1630945865558,similarity,images/stimuli/simple_04_A_a.gif,images/stimuli/simple_10_A_a.gif,5
SS1630945865558,similarity,images/stimuli/simple_06_A_a.gif,images/stimuli/simple_08_A_a.gif,4
SS1630945865558,similarity,images/stimuli/simple_15_A_a.gif,images/stimuli/simple_14_A_a.gif,4
SS1630945865558,similarity,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_12_A_a.gif,2
SS1630945865558,similarity,images/stimuli/complex_17_A_a.gif,images/stimuli/complex_18_A_a.gif,2
SS1630945865558,similarity,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_01_A_a.gif,4
SS1630945865558,similarity,images/stimuli/simple_16_A_a.gif,images/stimuli/simple_02_A_a.gif,4
SS1630945865558,similarity,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_05_A_a.gif,5
SS1630946047579,similarity,images/stimuli/simple_14_A_a.gif,images/stimuli/simple_13_A_a.gif,2
SS1630946047579,similarity,images/stimuli/simple_20_A_a.gif,images/stimuli/simple_09_A_a.gif,4
SS1630946047579,similarity,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_06_A_a.gif,5
SS1630946047579,similarity,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_19_A_a.gif,1
SS1630946047579,similarity,images/stimuli/complex_14_A_a.gif,images/stimuli/complex_20_A_a.gif,4
SS1630946047579,similarity,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_12_A_a.gif,2
SS1630946047579,similarity,images/stimuli/simple_05_A_a.gif,images/stimuli/simple_19_A_a.gif,4
SS1630946047579,similarity,images/stimuli/simple_11_A_a.gif,images/stimuli/simple_04_A_a.gif,5
SS1630948678486,similarity,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_13_A_a.gif,4
SS1630948678486,similarity,images/stimuli/simple_12_A_a.gif,images/stimuli/simple_07_A_a.gif,2
SS1630948678486,similarity,images/stimuli/complex_06_A_a.gif,images/stimuli/complex_08_A_a.gif,5
SS1630948678486,similarity,images/stimuli/simple_02_A_a.gif,images/stimuli/simple_15_A_a.gif,6
SS1630948678486,similarity,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_09_A_a.gif,5
SS1630948678486,similarity,images/stimuli/simple_13_A_a.gif,images/stimuli/simple_09_A_a.gif,4
SS1630948678486,similarity,images/stimuli/simple_01_A_a.gif,images/stimuli/simple_08_A_a.gif,5
SS1630948678486,similarity,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_18_A_a.gif,4
SS1630948755198,similarity,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_02_A_a.gif,4
SS1630948755198,similarity,images/stimuli/complex_03_A_a.gif,images/stimuli/complex_13_A_a.gif,2
SS1630948755198,similarity,images/stimuli/simple_19_A_a.gif,images/stimuli/simple_06_A_a.gif,5
SS1630948755198,similarity,images/stimuli/simple_08_A_a.gif,images/stimuli/simple_12_A_a.gif,5
SS1630948755198,similarity,images/stimuli/complex_20_A_a.gif,images/stimuli/complex_19_A_a.gif,3
SS1630948755198,similarity,images/stimuli/simple_05_A_a.gif,images/stimuli/simple_17_A_a.gif,4
SS1630948755198,similarity,images/stimuli/simple_10_A_a.gif,images/stimuli/simple_18_A_a.gif,4
SS1630948755198,similarity,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_07_A_a.gif,4
SS1630948818400,similarity,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_03_A_a.gif,4
SS1630948818400,similarity,images/stimuli/simple_08_A_a.gif,images/stimuli/simple_18_A_a.gif,0
SS1630948818400,similarity,images/stimuli/simple_17_A_a.gif,images/stimuli/simple_06_A_a.gif,4
SS1630948818400,similarity,images/stimuli/simple_03_A_a.gif,images/stimuli/simple_13_A_a.gif,4
SS1630948818400,similarity,images/stimuli/complex_14_A_a.gif,images/stimuli/complex_07_A_a.gif,5
SS1630948818400,similarity,images/stimuli/complex_17_A_a.gif,images/stimuli/complex_08_A_a.gif,6
SS1630948818400,similarity,images/stimuli/complex_09_A_a.gif,images/stimuli/complex_04_A_a.gif,6
SS1630948818400,similarity,images/stimuli/simple_10_A_a.gif,images/stimuli/simple_15_A_a.gif,5
SS1630949011055,similarity,images/stimuli/simple_02_A_a.gif,images/stimuli/simple_07_A_a.gif,1
SS1630949011055,similarity,images/stimuli/simple_19_A_a.gif,images/stimuli/simple_04_A_a.gif,1
SS1630949011055,similarity,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_04_A_a.gif,0
SS1630949011055,similarity,images/stimuli/simple_13_A_a.gif,images/stimuli/simple_11_A_a.gif,2
SS1630949011055,similarity,images/stimuli/complex_02_A_a.gif,images/stimuli/complex_05_A_a.gif,0
SS1630949011055,similarity,images/stimuli/complex_03_A_a.gif,images/stimuli/complex_01_A_a.gif,2
SS1630949011055,similarity,images/stimuli/simple_20_A_a.gif,images/stimuli/simple_15_A_a.gif,3
SS1630949011055,similarity,images/stimuli/complex_17_A_a.gif,images/stimuli/complex_08_A_a.gif,4
SS1630949437798,similarity,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_10_A_a.gif,1
SS1630949437798,similarity,images/stimuli/simple_04_A_a.gif,images/stimuli/simple_12_A_a.gif,5
SS1630949437798,similarity,images/stimuli/complex_09_A_a.gif,images/stimuli/complex_01_A_a.gif,2
SS1630949437798,similarity,images/stimuli/complex_07_A_a.gif,images/stimuli/complex_04_A_a.gif,0
SS1630949437798,similarity,images/stimuli/simple_13_A_a.gif,images/stimuli/simple_01_A_a.gif,5
SS1630949437798,similarity,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_02_A_a.gif,2
SS1630949437798,similarity,images/stimuli/simple_17_A_a.gif,images/stimuli/simple_03_A_a.gif,4
SS1630949437798,similarity,images/stimuli/simple_09_A_a.gif,images/stimuli/simple_19_A_a.gif,4
SS1630949587494,similarity,images/stimuli/simple_11_A_a.gif,images/stimuli/simple_15_A_a.gif,4
SS1630949587494,similarity,images/stimuli/simple_14_A_a.gif,images/stimuli/simple_18_A_a.gif,3
SS1630949587494,similarity,images/stimuli/complex_10_A_a.gif,images/stimuli/complex_05_A_a.gif,3
SS1630949587494,similarity,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_04_A_a.gif,2
SS1630949587494,similarity,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_06_A_a.gif,2
SS1630949587494,similarity,images/stimuli/simple_10_A_a.gif,images/stimuli/simple_09_A_a.gif,4
SS1630949587494,similarity,images/stimuli/simple_01_A_a.gif,images/stimuli/simple_07_A_a.gif,3
SS1630949587494,similarity,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_16_A_a.gif,2
SS1630949782188,similarity,images/stimuli/simple_15_A_a.gif,images/stimuli/simple_16_A_a.gif,4
SS1630949782188,similarity,images/stimuli/simple_06_A_a.gif,images/stimuli/simple_04_A_a.gif,4
SS1630949782188,similarity,images/stimuli/simple_02_A_a.gif,images/stimuli/simple_19_A_a.gif,4
SS1630949782188,similarity,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_16_A_a.gif,4
SS1630949782188,similarity,images/stimuli/simple_18_A_a.gif,images/stimuli/simple_11_A_a.gif,3
SS1630949782188,similarity,images/stimuli/complex_17_A_a.gif,images/stimuli/complex_19_A_a.gif,1
SS1630949782188,similarity,images/stimuli/complex_12_A_a.gif,images/stimuli/complex_07_A_a.gif,2
SS1630949782188,similarity,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_20_A_a.gif,5
SS1630949833297,similarity,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_04_A_a.gif,1
SS1630949833297,similarity,images/stimuli/simple_09_A_a.gif,images/stimuli/simple_04_A_a.gif,6
SS1630949833297,similarity,images/stimuli/complex_17_A_a.gif,images/stimuli/complex_02_A_a.gif,0
SS1630949833297,similarity,images/stimuli/complex_20_A_a.gif,images/stimuli/complex_15_A_a.gif,6
SS1630949833297,similarity,images/stimuli/simple_16_A_a.gif,images/stimuli/simple_19_A_a.gif,4
SS1630949833297,similarity,images/stimuli/complex_07_A_a.gif,images/stimuli/complex_09_A_a.gif,6
SS1630949833297,similarity,images/stimuli/simple_10_A_a.gif,images/stimuli/simple_01_A_a.gif,6
SS1630949833297,similarity,images/stimuli/simple_20_A_a.gif,images/stimuli/simple_08_A_a.gif,6
SS1630949891381,similarity,images/stimuli/simple_15_A_a.gif,images/stimuli/simple_06_A_a.gif,4
SS1630949891381,similarity,images/stimuli/simple_01_A_a.gif,images/stimuli/simple_14_A_a.gif,4
SS1630949891381,similarity,images/stimuli/simple_04_A_a.gif,images/stimuli/simple_17_A_a.gif,4
SS1630949891381,similarity,images/stimuli/complex_06_A_a.gif,images/stimuli/complex_01_A_a.gif,2
SS1630949891381,similarity,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_17_A_a.gif,2
SS1630949891381,similarity,images/stimuli/complex_05_A_a.gif,images/stimuli/complex_12_A_a.gif,5
SS1630949891381,similarity,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_04_A_a.gif,2
SS1630949891381,similarity,images/stimuli/simple_11_A_a.gif,images/stimuli/simple_03_A_a.gif,3
SS1630949919707,similarity,images/stimuli/simple_10_A_a.gif,images/stimuli/simple_15_A_a.gif,2
SS1630949919707,similarity,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_18_A_a.gif,0
SS1630949919707,similarity,images/stimuli/simple_12_A_a.gif,images/stimuli/simple_19_A_a.gif,0
SS1630949919707,similarity,images/stimuli/complex_17_A_a.gif,images/stimuli/complex_05_A_a.gif,0
SS1630949919707,similarity,images/stimuli/simple_16_A_a.gif,images/stimuli/simple_01_A_a.gif,0
SS1630949919707,similarity,images/stimuli/complex_19_A_a.gif,images/stimuli/complex_10_A_a.gif,1
SS1630949919707,similarity,images/stimuli/simple_03_A_a.gif,images/stimuli/simple_09_A_a.gif,1
SS1630949919707,similarity,images/stimuli/complex_09_A_a.gif,images/stimuli/complex_06_A_a.gif,1
SS1630950039420,similarity,images/stimuli/complex_14_A_a.gif,images/stimuli/complex_03_A_a.gif,2
SS1630950039420,similarity,images/stimuli/simple_16_A_a.gif,images/stimuli/simple_18_A_a.gif,4
SS1630950039420,similarity,images/stimuli/simple_17_A_a.gif,images/stimuli/simple_20_A_a.gif,4
SS1630950039420,similarity,images/stimuli/complex_19_A_a.gif,images/stimuli/complex_02_A_a.gif,4
SS1630950039420,similarity,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_04_A_a.gif,6
SS1630950039420,similarity,images/stimuli/simple_09_A_a.gif,images/stimuli/simple_04_A_a.gif,5
SS1630950039420,similarity,images/stimuli/simple_08_A_a.gif,images/stimuli/simple_19_A_a.gif,6
SS1630950039420,similarity,images/stimuli/complex_07_A_a.gif,images/stimuli/complex_18_A_a.gif,2
SS1630950059037,similarity,images/stimuli/simple_14_A_a.gif,images/stimuli/simple_03_A_a.gif,4
SS1630950059037,similarity,images/stimuli/simple_02_A_a.gif,images/stimuli/simple_10_A_a.gif,4
SS1630950059037,similarity,images/stimuli/simple_18_A_a.gif,images/stimuli/simple_17_A_a.gif,3
SS1630950059037,similarity,images/stimuli/simple_11_A_a.gif,images/stimuli/simple_08_A_a.gif,4
SS1630950059037,similarity,images/stimuli/complex_05_A_a.gif,images/stimuli/complex_16_A_a.gif,2
SS1630950059037,similarity,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_06_A_a.gif,2
SS1630950059037,similarity,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_18_A_a.gif,1
SS1630950059037,similarity,images/stimuli/complex_19_A_a.gif,images/stimuli/complex_07_A_a.gif,1
SS1630950295124,similarity,images/stimuli/simple_16_A_a.gif,images/stimuli/simple_11_A_a.gif,5
SS1630950295124,similarity,images/stimuli/simple_19_A_a.gif,images/stimuli/simple_06_A_a.gif,3
SS1630950295124,similarity,images/stimuli/complex_03_A_a.gif,images/stimuli/complex_04_A_a.gif,0
SS1630950295124,similarity,images/stimuli/simple_07_A_a.gif,images/stimuli/simple_18_A_a.gif,3
SS1630950295124,similarity,images/stimuli/complex_06_A_a.gif,images/stimuli/complex_19_A_a.gif,1
SS1630950295124,similarity,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_20_A_a.gif,1
SS1630950295124,similarity,images/stimuli/simple_17_A_a.gif,images/stimuli/simple_08_A_a.gif,2
SS1630950295124,similarity,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_10_A_a.gif,1
SS1630950311863,similarity,images/stimuli/simple_15_A_a.gif,images/stimuli/simple_09_A_a.gif,5
SS1630950311863,similarity,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_06_A_a.gif,0
SS1630950311863,similarity,images/stimuli/simple_07_A_a.gif,images/stimuli/simple_16_A_a.gif,2
SS1630950311863,similarity,images/stimuli/simple_18_A_a.gif,images/stimuli/simple_14_A_a.gif,1
SS1630950311863,similarity,images/stimuli/complex_20_A_a.gif,images/stimuli/complex_14_A_a.gif,1
SS1630950311863,similarity,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_19_A_a.gif,2
SS1630950311863,similarity,images/stimuli/complex_07_A_a.gif,images/stimuli/complex_02_A_a.gif,1
SS1630950311863,similarity,images/stimuli/simple_06_A_a.gif,images/stimuli/simple_03_A_a.gif,4
SS1630950341464,similarity,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_14_A_a.gif,4
SS1630950341464,similarity,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_20_A_a.gif,2
SS1630950341464,similarity,images/stimuli/simple_17_A_a.gif,images/stimuli/simple_06_A_a.gif,5
SS1630950341464,similarity,images/stimuli/simple_07_A_a.gif,images/stimuli/simple_02_A_a.gif,4
SS1630950341464,similarity,images/stimuli/simple_03_A_a.gif,images/stimuli/simple_14_A_a.gif,4
SS1630950341464,similarity,images/stimuli/simple_04_A_a.gif,images/stimuli/simple_18_A_a.gif,2
SS1630950341464,similarity,images/stimuli/complex_12_A_a.gif,images/stimuli/complex_03_A_a.gif,4
SS1630950341464,similarity,images/stimuli/complex_17_A_a.gif,images/stimuli/complex_11_A_a.gif,2
SS1630950429319,similarity,images/stimuli/simple_09_A_a.gif,images/stimuli/simple_04_A_a.gif,4
SS1630950429319,similarity,images/stimuli/complex_07_A_a.gif,images/stimuli/complex_20_A_a.gif,1
SS1630950429319,similarity,images/stimuli/complex_14_A_a.gif,images/stimuli/complex_02_A_a.gif,1
SS1630950429319,similarity,images/stimuli/complex_12_A_a.gif,images/stimuli/complex_19_A_a.gif,1
SS1630950429319,similarity,images/stimuli/simple_08_A_a.gif,images/stimuli/simple_02_A_a.gif,6
SS1630950429319,similarity,images/stimuli/simple_16_A_a.gif,images/stimuli/simple_11_A_a.gif,6
SS1630950429319,similarity,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_01_A_a.gif,2
SS1630950429319,similarity,images/stimuli/simple_10_A_a.gif,images/stimuli/simple_13_A_a.gif,4
SS1630950434896,similarity,images/stimuli/simple_01_A_a.gif,images/stimuli/simple_10_A_a.gif,5
SS1630950434896,similarity,images/stimuli/simple_07_A_a.gif,images/stimuli/simple_05_A_a.gif,4
SS1630950434896,similarity,images/stimuli/simple_02_A_a.gif,images/stimuli/simple_20_A_a.gif,3
SS1630950434896,similarity,images/stimuli/complex_09_A_a.gif,images/stimuli/complex_16_A_a.gif,2
SS1630950434896,similarity,images/stimuli/complex_10_A_a.gif,images/stimuli/complex_18_A_a.gif,3
SS1630950434896,similarity,images/stimuli/simple_18_A_a.gif,images/stimuli/simple_04_A_a.gif,6
SS1630950434896,similarity,images/stimuli/complex_06_A_a.gif,images/stimuli/complex_07_A_a.gif,5
SS1630950434896,similarity,images/stimuli/complex_03_A_a.gif,images/stimuli/complex_20_A_a.gif,4
SS1630950570403,similarity,images/stimuli/complex_20_A_a.gif,images/stimuli/complex_10_A_a.gif,6
SS1630950570403,similarity,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_02_A_a.gif,4
SS1630950570403,similarity,images/stimuli/simple_19_A_a.gif,images/stimuli/simple_14_A_a.gif,6
SS1630950570403,similarity,images/stimuli/complex_12_A_a.gif,images/stimuli/complex_04_A_a.gif,4
SS1630950570403,similarity,images/stimuli/simple_04_A_a.gif,images/stimuli/simple_09_A_a.gif,4
SS1630950570403,similarity,images/stimuli/complex_05_A_a.gif,images/stimuli/complex_16_A_a.gif,2
SS1630950570403,similarity,images/stimuli/simple_17_A_a.gif,images/stimuli/simple_12_A_a.gif,2
SS1630950570403,similarity,images/stimuli/simple_08_A_a.gif,images/stimuli/simple_01_A_a.gif,4
SS1630950615055,similarity,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_06_A_a.gif,4
SS1630950615055,similarity,images/stimuli/simple_19_A_a.gif,images/stimuli/simple_02_A_a.gif,2
SS1630950615055,similarity,images/stimuli/simple_12_A_a.gif,images/stimuli/simple_07_A_a.gif,4
SS1630950615055,similarity,images/stimuli/complex_03_A_a.gif,images/stimuli/complex_19_A_a.gif,1
SS1630950615055,similarity,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_09_A_a.gif,2
SS1630950615055,similarity,images/stimuli/simple_09_A_a.gif,images/stimuli/simple_08_A_a.gif,4
SS1630950615055,similarity,images/stimuli/simple_04_A_a.gif,images/stimuli/simple_01_A_a.gif,4
SS1630950615055,similarity,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_20_A_a.gif,2
SS1630950625163,similarity,images/stimuli/simple_11_A_a.gif,images/stimuli/simple_20_A_a.gif,5
SS1630950625163,similarity,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_18_A_a.gif,5
SS1630950625163,similarity,images/stimuli/complex_09_A_a.gif,images/stimuli/complex_14_A_a.gif,5
SS1630950625163,similarity,images/stimuli/simple_14_A_a.gif,images/stimuli/simple_19_A_a.gif,5
SS1630950625163,similarity,images/stimuli/simple_16_A_a.gif,images/stimuli/simple_04_A_a.gif,5
SS1630950625163,similarity,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_06_A_a.gif,4
SS1630950625163,similarity,images/stimuli/simple_01_A_a.gif,images/stimuli/simple_13_A_a.gif,4
SS1630950625163,similarity,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_19_A_a.gif,5
SS1630950640538,similarity,images/stimuli/simple_08_A_a.gif,images/stimuli/simple_10_A_a.gif,6
SS1630950640538,similarity,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_19_A_a.gif,6
SS1630950640538,similarity,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_12_A_a.gif,5
SS1630950640538,similarity,images/stimuli/simple_11_A_a.gif,images/stimuli/simple_02_A_a.gif,4
SS1630950640538,similarity,images/stimuli/simple_12_A_a.gif,images/stimuli/simple_15_A_a.gif,6
SS1630950640538,similarity,images/stimuli/complex_07_A_a.gif,images/stimuli/complex_03_A_a.gif,5
SS1630950640538,similarity,images/stimuli/complex_06_A_a.gif,images/stimuli/complex_11_A_a.gif,4
SS1630950640538,similarity,images/stimuli/simple_20_A_a.gif,images/stimuli/simple_04_A_a.gif,5
SS1630950746155,similarity,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_02_A_a.gif,1
SS1630950746155,similarity,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_06_A_a.gif,1
SS1630950746155,similarity,images/stimuli/simple_06_A_a.gif,images/stimuli/simple_01_A_a.gif,4
SS1630950746155,similarity,images/stimuli/simple_15_A_a.gif,images/stimuli/simple_11_A_a.gif,2
SS1630950746155,similarity,images/stimuli/complex_15_A_a.gif,images/stimuli/complex_19_A_a.gif,1
SS1630950746155,similarity,images/stimuli/simple_19_A_a.gif,images/stimuli/simple_12_A_a.gif,2
SS1630950746155,similarity,images/stimuli/complex_03_A_a.gif,images/stimuli/complex_18_A_a.gif,1
SS1630950746155,similarity,images/stimuli/simple_10_A_a.gif,images/stimuli/simple_18_A_a.gif,2
SS1630950810787,similarity,images/stimuli/complex_13_A_a.gif,images/stimuli/complex_17_A_a.gif,1
SS1630950810787,similarity,images/stimuli/simple_03_A_a.gif,images/stimuli/simple_10_A_a.gif,4
SS1630950810787,similarity,images/stimuli/simple_05_A_a.gif,images/stimuli/simple_02_A_a.gif,5
SS1630950810787,similarity,images/stimuli/simple_20_A_a.gif,images/stimuli/simple_12_A_a.gif,5
SS1630950810787,similarity,images/stimuli/complex_06_A_a.gif,images/stimuli/complex_12_A_a.gif,2
SS1630950810787,similarity,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_01_A_a.gif,2
SS1630950810787,similarity,images/stimuli/complex_04_A_a.gif,images/stimuli/complex_03_A_a.gif,2
SS1630950810787,similarity,images/stimuli/simple_08_A_a.gif,images/stimuli/simple_06_A_a.gif,5
SS1630950840590,similarity,images/stimuli/complex_10_A_a.gif,images/stimuli/complex_20_A_a.gif,4
SS1630950840590,similarity,images/stimuli/simple_17_A_a.gif,images/stimuli/simple_20_A_a.gif,4
SS1630950840590,similarity,images/stimuli/simple_10_A_a.gif,images/stimuli/simple_04_A_a.gif,4
SS1630950840590,similarity,images/stimuli/complex_09_A_a.gif,images/stimuli/complex_15_A_a.gif,2
SS1630950840590,similarity,images/stimuli/simple_01_A_a.gif,images/stimuli/simple_02_A_a.gif,4
SS1630950840590,similarity,images/stimuli/simple_07_A_a.gif,images/stimuli/simple_19_A_a.gif,2
SS1630950840590,similarity,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_04_A_a.gif,1
SS1630950840590,similarity,images/stimuli/complex_19_A_a.gif,images/stimuli/complex_12_A_a.gif,1
SS1630950873228,similarity,images/stimuli/simple_12_A_a.gif,images/stimuli/simple_20_A_a.gif,4
SS1630950873228,similarity,images/stimuli/complex_05_A_a.gif,images/stimuli/complex_06_A_a.gif,2
SS1630950873228,similarity,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_15_A_a.gif,4
SS1630950873228,similarity,images/stimuli/simple_11_A_a.gif,images/stimuli/simple_19_A_a.gif,5
SS1630950873228,similarity,images/stimuli/simple_01_A_a.gif,images/stimuli/simple_06_A_a.gif,6
SS1630950873228,similarity,images/stimuli/simple_18_A_a.gif,images/stimuli/simple_03_A_a.gif,5
SS1630950873228,similarity,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_07_A_a.gif,4
SS1630950873228,similarity,images/stimuli/complex_12_A_a.gif,images/stimuli/complex_09_A_a.gif,4
SS1630950904931,similarity,images/stimuli/simple_05_A_a.gif,images/stimuli/simple_13_A_a.gif,5
SS1630950904931,similarity,images/stimuli/complex_19_A_a.gif,images/stimuli/complex_16_A_a.gif,1
SS1630950904931,similarity,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_03_A_a.gif,1
SS1630950904931,similarity,images/stimuli/simple_18_A_a.gif,images/stimuli/simple_02_A_a.gif,4
